"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","geneid"
2.18319910500398e-44,1.15370002647656,0.764,0.322,6.62491768413458e-40,"SUMO2","ENSG00000188612"
1.1741217830124e-44,1.32464536462284,0.738,0.314,3.56287255055111e-40,"NDUFA13","ENSG00000186010"
5.78593283182654e-45,2.24002776159945,0.479,0.135,1.75574131781776e-40,"CCL3","ENSG00000277632"
4.40780835156122e-45,1.12640554989427,0.915,0.45,1.33754944428125e-40,"PFDN5","ENSG00000123349"
3.10096073972688e-45,1.1181774701019,0.841,0.38,9.40986536470121e-41,"GABARAP","ENSG00000170296"
2.2046866029245e-45,1.39023336067689,0.771,0.34,6.69012149657438e-41,"PPIB","ENSG00000166794"
1.90184948681876e-45,1.34056688545107,0.715,0.276,5.77116226775153e-41,"HINT1","ENSG00000169567"
1.34924014558168e-45,1.21411154317238,0.687,0.237,4.09426922176762e-41,"CD59","ENSG00000085063"
1.1741281822809e-45,1.12723741081572,0.883,0.407,3.5628919691314e-41,"SRP14","ENSG00000140319"
1.07590591551597e-45,1.29372159321079,0.726,0.293,3.2648365006332e-41,"SEC62","ENSG00000008952"
1.00578707429516e-45,1.16686149758972,0.75,0.295,3.05206087694866e-41,"P4HB","ENSG00000185624"
8.76385719074457e-46,1.16147795977797,0.796,0.325,2.65939246453144e-41,"ABL2","ENSG00000143322"
7.36294370514757e-46,1.31543620651619,0.68,0.24,2.23428526732703e-41,"SLC38A2","ENSG00000134294"
4.36277228540022e-46,1.30103420876058,0.677,0.234,1.3238832500047e-41,"ISLR","ENSG00000129009"
3.82903146855397e-46,1.32266362118373,0.795,0.359,1.1619195991327e-41,"GSTP1","ENSG00000084207"
2.10142673643422e-46,1.01591299301426,0.919,0.474,6.37677943170964e-42,"NACA","ENSG00000196531"
1.44514526700253e-46,1.3343519241202,0.7,0.26,4.38529331271917e-42,"ARF1","ENSG00000143761"
1.26554473608171e-46,1.28041042906638,0.757,0.314,3.84029550163995e-42,"EDF1","ENSG00000107223"
4.81132162817353e-47,1.577006826584,0.724,0.29,1.45999554806926e-42,"ELOB","ENSG00000103363"
4.54532452966831e-47,1.24173865728598,0.768,0.311,1.37927872852785e-42,"MYL12B","ENSG00000118680"
1.06110604283282e-47,1.25367491792929,0.842,0.372,3.2199262869762e-43,"RAB7A","ENSG00000075785"
5.60433112700062e-48,1.70592821457636,0.564,0.157,1.70063428048834e-43,"RHOC","ENSG00000155366"
1.46559690904814e-48,1.44235247767566,0.676,0.245,4.44735382050659e-44,"NCL","ENSG00000115053"
1.4617724667475e-48,1.21469081972137,0.897,0.434,4.43574855034528e-44,"PPIA","ENSG00000196262"
6.15109375504057e-49,1.10934593847885,0.863,0.369,1.86654939996706e-44,"SDCBP","ENSG00000137575"
5.24240255740911e-49,1.64408170850062,0.564,0.149,1.5908070560458e-44,"CRYAB","ENSG00000109846"
4.5758520412735e-49,1.40211875751347,0.745,0.285,1.38854230192444e-44,"SSR4","ENSG00000180879"
3.08364981764626e-49,1.41927892582895,0.709,0.261,9.35733537164758e-45,"COMMD6","ENSG00000188243"
2.55225226630759e-49,1.10394525247314,0.92,0.446,7.74480950211038e-45,"RPS21","ENSG00000171858"
2.54119940147384e-49,1.4044159421098,0.686,0.242,7.71126958377237e-45,"SEM1","ENSG00000127922"
2.19682106165668e-49,1.47951576749511,0.683,0.239,6.66625351159719e-45,"YWHAQ","ENSG00000134308"
2.11842211763254e-49,1.52795188748579,0.653,0.21,6.42835191595594e-45,"FXYD5","ENSG00000089327"
4.21755178011237e-50,1.78648729655464,0.588,0.175,1.2798160876751e-45,"FIS1","ENSG00000214253"
3.81186429211281e-50,1.04314771894902,0.971,0.655,1.15671021944163e-45,"ANXA2","ENSG00000182718"
3.04302059403938e-50,1.43439598850821,0.751,0.295,9.23404599261249e-46,"ATP5MG","ENSG00000167283"
2.56585299051802e-50,1.77473709400635,0.625,0.202,7.78608089972694e-46,"UQCRH","ENSG00000173660"
1.84475202687523e-50,1.13047373537518,0.945,0.481,5.59790002555289e-46,"EIF4A1","ENSG00000161960"
9.08875551452098e-51,1.48889700378942,0.731,0.282,2.75798286088139e-46,"COX5B","ENSG00000135940"
3.98083816775988e-51,1.15556384609645,0.907,0.457,1.20798534200673e-46,"RPSA","ENSG00000168028"
3.87026478005268e-51,1.11437689666553,0.919,0.449,1.17443184750699e-46,"RPL22","ENSG00000116251"
2.18393037679792e-51,1.20406020530945,0.929,0.481,6.62713672839329e-47,"HSP90AB1","ENSG00000096384"
1.5714196377901e-51,1.62986362695451,0.663,0.22,4.76847289087406e-47,"NDUFA11","ENSG00000174886"
1.2452605052471e-51,1.35828405420994,0.813,0.361,3.77874300317231e-47,"SELENOM","ENSG00000198832"
1.12633554593129e-51,1.09237433418923,0.933,0.463,3.41786521412851e-47,"H3-3A","ENSG00000163041"
6.73302780106324e-52,1.47211599674902,0.797,0.338,2.04313728623264e-47,"SNHG5","ENSG00000203875"
5.11652807311396e-52,1.38391365569084,0.768,0.301,1.55261044378643e-47,"CALR","ENSG00000179218"
4.39345069571512e-52,1.88098391938838,0.569,0.149,1.33319261361475e-47,"TCEAL9","ENSG00000185222"
1.41371550228427e-52,1.60024252858553,0.695,0.237,4.28991969168162e-48,"KRTCAP2","ENSG00000163463"
1.26773090349057e-52,1.33598067826106,0.755,0.276,3.84692942664213e-48,"GUK1","ENSG00000143774"
7.77476460496243e-53,1.16122975645635,0.861,0.356,2.35925231937585e-48,"CALM1","ENSG00000198668"
5.7214204321478e-53,1.42511176744559,0.661,0.184,1.73616503013525e-48,"AQP1","ENSG00000240583"
4.00120421222776e-53,1.71251724220152,0.651,0.202,1.21416541820051e-48,"ATP5ME","ENSG00000169020"
3.79568032603756e-53,1.05456250686148,0.97,0.524,1.1517991949361e-48,"RPS28","ENSG00000233927"
1.68234741466978e-53,1.33598455321316,0.81,0.404,5.10508322981546e-49,"RPS26","ENSG00000197728"
1.58977821667166e-53,1.19669936407294,0.944,0.484,4.82418199849015e-49,"UBA52","ENSG00000221983"
1.44683541393818e-53,1.49827533610528,0.783,0.319,4.3904220635954e-49,"TMA7","ENSG00000232112"
1.42190217163811e-53,1.96833753589393,0.562,0.139,4.31476213983583e-49,"JTB","ENSG00000143543"
1.40615927698228e-53,1.30609862668518,0.828,0.354,4.26699032600274e-49,"TSPO","ENSG00000100300"
9.59077597628908e-54,1.00697763840606,0.939,0.468,2.91032097000492e-49,"RACK1","ENSG00000204628"
7.98396341923631e-54,1.3815545995484,0.829,0.351,2.42273369956726e-49,"NPC2","ENSG00000119655"
6.10632227437132e-54,1.43650829059314,0.797,0.311,1.85296349415798e-49,"UQCRB","ENSG00000156467"
5.89617104407158e-54,1.40676252283041,0.783,0.284,1.78919310332352e-49,"SLC25A6","ENSG00000169100"
5.09195341007621e-54,2.09327292738408,0.535,0.122,1.54515326228762e-49,"CCL2","ENSG00000108691"
3.63108939640325e-54,1.44498261076801,0.755,0.276,1.10185407733857e-49,"CD151","ENSG00000177697"
1.56903072652877e-54,1.10390884531995,0.978,0.7,4.76122373965154e-50,"ACTB","ENSG00000075624"
9.18209514130052e-55,1.78232132565784,0.731,0.276,2.78630677062764e-50,"RABAC1","ENSG00000105404"
9.04965117299369e-55,2.28394066024856,0.703,0.242,2.74611664844494e-50,"NFKB1","ENSG00000109320"
5.89801365549321e-55,1.17963419338566,0.847,0.324,1.78975224375941e-50,"PPP1R15A","ENSG00000087074"
4.137424947843e-55,1.59564323923551,0.79,0.33,1.25550160042296e-50,"COX6C","ENSG00000164919"
4.08352558064573e-55,1.03553888917593,0.961,0.481,1.23914583744695e-50,"FAU","ENSG00000149806"
4.07078351288223e-55,1.03694017726236,0.952,0.484,1.23527925698411e-50,"RPL5","ENSG00000122406"
1.41983305486071e-55,1.61088752816803,0.79,0.319,4.30848340497482e-51,"CD55","ENSG00000196352"
9.05341576396231e-56,1.28937754516329,0.751,0.252,2.74725901357436e-51,"ANGPTL2","ENSG00000136859"
8.49705686495936e-56,1.90585340608787,0.611,0.167,2.57843190567192e-51,"C4orf3","ENSG00000164096"
7.68157968084579e-56,2.01020725383683,0.582,0.144,2.33097535415266e-51,"COX7B","ENSG00000131174"
5.68875808154603e-56,1.66602553852159,0.673,0.208,1.72625363984514e-51,"PARK7","ENSG00000116288"
3.78453629177424e-56,1.14332628073872,0.959,0.537,1.14841753773889e-51,"RPL37A","ENSG00000197756"
3.49159248149374e-56,1.81011067101465,0.589,0.146,1.05952373850928e-51,"PFKP","ENSG00000067057"
2.06964169989929e-56,1.1613428822964,0.928,0.429,6.2803277383444e-52,"RPS5","ENSG00000083845"
1.96426790244477e-56,1.10561613308046,0.955,0.489,5.96057094996865e-52,"RPL14","ENSG00000188846"
1.95923192569943e-56,1.66021524053159,0.671,0.2,5.94528927853492e-52,"BRK1","ENSG00000254999"
1.75679022894412e-56,1.53313956047314,0.889,0.444,5.33097994973094e-52,"SQSTM1","ENSG00000161011"
1.27719981859435e-56,1.00475021053479,0.971,0.484,3.87566284952455e-52,"RPL32","ENSG00000144713"
